type,category,review,star
에어팟 1세대,음질,"많은 리뷰에서 높게 평가했듯이 동일 iCloud 계정을 공유한 디바이스들 사이의 연결성이 꽤 좋습니다. 디바이스와 의 첫 연결은 매우 심플하고 어찌보면 꽤 세련된 방식을 사용하고 있습니다. 충전기의 덮개를 열고 연결하고자하는 디바이스 근처로 가져가면 디바이스에서 바로 AirPod을 인식, 연결을 할 수 있으며, 초기 연결이 완료되면 앞서 이야기한 것처럼 동일 iCloud 계정을 공유하는 디바이스들(iPad, iPhone, Apple Watch, iPod Touch, Mac)의 AirPlay 항목에 자동으로 AirPod이 등록되어 쉽게 연결 디바이스를 옮겨 사용할 수 있습니다. 음질은 양호한 편이며 비슷한 시기에 출시된 비슷한 가격대의 PowerBeats 3 Wireless Earphones (애플의 자회사인 Beats 제품)보다 음질은 깔끔한 편이며, 애플에서 제작한 Apple In-ear Headphone처럼 . 일반 이어폰은 귀에 잘 걸리지 않아서 망설인 부분이 있었는데, 생각보다 귀에 잘 걸려 있으며, 인이어가 아님에도 베이스를 잘 유지해줍니다. 양 이어셋에는 버튼이 없는 깔끔한 디자인이며, 대신 상단 표면을 더블탭 해서 시리를 부르거나 음악 플레이 조작을 할 수 있습니다. 각 이어셋마다 다른 기능을 설정, 최대 2개의 기능을 설정해서 사용할 수 있습니다. 사용이 편리하지만 물리적인 볼륨 조작이 불가능하며, 오직 시리에게 명령해서 ('Turn volume to 25%', 'Turn up the volume' 등) 볼륨을 조작하는 방법밖에 없기 때문에 불편 요소로 작용합니다. 양 이어셋 중 하나라도 귀에서 빼면 음악은 멈추게 되는 부분은 마음에 들었습니다. 또한 발표에서도 지적했듯이 한 쪽 이어셋만 착용한 채 사용이 가능하기 때문에 가볍게 전화를 받는다거나 할 때 가볍게 사용할 수도 있었습니다. 착용했을 때 좀 웃겨보일 수는 있으나... 전체적으로 세련되며, 적당한 볼륨으로 캐주얼한 음악을 듣는 분들이라면 불만 없이 사용하실 수 있을 것으로 생각 됩니다. 볼륨 조작 등 몇 가지 단점은 존재하지만, 조작 역시 직관적이고 매끈하며, 무엇보다 디바이스에 연결하는 절차는 매우 세련되고 누구도 쉽게 사용할 수 있다는 생각이 들 정도였습니다. 단, 연결성은 애플 디바이스들에 한한 것이며, 안드로이드나 기타 장비에서의 연결은 테스트해보지 않아 쉽게 말씀을 드리기는 어려울 것 같습니다. 약간 가격이 높긴 하지만, 가격에 비해 , 강력히 추천드리고 싶습니다.",5
에어팟 1세대,음질,디자인은... 보시는 바와 같이.. 콩나물 대가리마냥 생긴지라.... 걍... 그렇고여... 다만 줄이 있고 없고가 크네요... 이십만원이나 주고 살만한 가치가 있는지는 잘 모르겠고요... 저는...조만간에 한쪽을 잃어버릴 것만 같아여.. 뭐... 사람마다 다른거겠지만 제가 너무 움직임이 큰지 어쩐지... 머리카락에 걸려서 자꾸 떨어지네요...음질은... 뭐.. 그냥 그렇습니다.. 사실 삼성꺼랑 엘지꺼 블루투스 이어폰이 있는데 그게 더 나은것 같기도해여.. 개인적으로 베이스가 둥둥 울리는게 좋아서.. 넹.. 가격이 10만원 안짝이였으면 만족스러웠을것도 같아여,3
에어팟 1세대,음질,배송 진짜 빨라요~배송 상태도 넘나 깔끔하게 왔어요~정품등록이 안돼서 애플에 전화해서 등록했어요~애플 상담원이 하는말이 악세사리라 등록이 잘 안될수도 있다고 하시더라구요~정품등록까지 잘 마쳤어요!!음질도 너무 좋다아아~줄이 없으니 완전 신세계네요??,5
에어팟 1세대,음질,배송이 왜이렇해 빨라요. 정말 놀랬어요.상품은 사진 설명 그대로 입니다.음질은 짱좋아요.근데 이어폰 케이스도 있었야 할것같으네요. 또 쇼핑을 해야겠네요. 철가루 방지스티커도 필요하겠네요. 이어폰케이스랑 철가루방지스티커도 샀네요!^^,5
에어팟 1세대,음질,디자인이야 두말 할것 없이 깔끔 그 자체예요. 얼핏보면 귀걸이 한것 처럼 보이기도 ㅋㅋ 기기상에는 작동 버튼이 없어 통화하거나 볼륨을 조절하거나 할때는 핸드폰으로 해야 하는 불편은 있지만 반응이 엄청 빠르고 통화 음질 아주 좋고 디자인이 예뻐 불편함은 패스 ㅋㅋ 무선이고 고정장치없이 귀에 꽂는 스타일이라 사람들하고 아주 쎄게 부딪히거나 하면 귀에서 이탈되어 조심할 필요성은 있어요....,5
에어팟 1세대,음질,계속 뽐뿌질이 왔었는데 결국 주문 했습니다. 할인 받는거 기왕이면 퀵배송으로 5천원 쓰고 바로 받자고 했눈데 강남이라 그런건지 주문하고 30분만에 왔습니다. 세상 기분 좋네요~ 음질 좋고 간편한 연결에 잃어버리지만 않으면 되겠어요. ㅎㅎ,5
에어팟 1세대,음질,"에어팟 구매 고민고민하다가 괜찮은 가격으로 올라와서 구매했습니다.
아무래도 제일 걱정이었던게 정말 정품일지하는 고민이었는데 제품 받고서 확인해보니 진짜 정품이더라구요!(저처럼 불안하신 분들 참고하시면 좋을 것 같아요)
택배도 우체국택배로 보내주셔서 주문하고서 2일만에 빠르게 받아볼 수 있었어요.
배송도 튼튼하게 잘 되서 왔구요!
개봉해보니 너무 이쁩니다 에어팟ㅠㅠㅠㅠ
왜 이제야 영접한건지ㅠㅠㅠㅠㅠ
케이스랑 에어팟 다 생각보다 더 견고하더라구요.
그래도 기스내거나 고장나면 멘탈 깨질 것 같아서 케이스도 같이 주문했는데 에어팟이 너무 일찍 배송와서 아직 케이스는 못 끼웠어요ㅋㅋㅋㅋ
설명서대로 블루투스 켜놓고 뚜껑을 여니까 바로 연결되고 !
선 없이 이어폰을 사용할 수 있으니까 활동하기가 너무 편하네요.
이제 그냥 이어폰으로 못 돌아갈 것 같아요..ㅎㅎ
그리고 .
너무 가벼운 것보다 살짝 :)
에어팟 구매 고민하시는 분들 완전 강추합니다!!
후회안해요><",5
에어팟 1세대,음질,"어버이날 아부지 선물로 구매했는데
엄청 빨리왔어요♡
아부지도 마음에 드셔합니다^-^
갤럭시 무선 이어폰은 이어홀이랑 잘맞지않아서
제일 작은거 교체해도 떨어지곤했는데
에어팟은 뛰어도 잘떨어지지않고
무엇보다 ㅋㅋㅋ
감사합니다♡",5
에어팟 1세대,음질,최고 이제껏 브리츠며 뭐며 블루투스 이어폰 정말 많이 사용해봤는데 단연 음질 최고에요. 말해 뭐해ㅜ 진짜 후기에 음질 너무 좋다라는 글 보고 샀던 블루투스 이어폰 쓰자마자 아 쓰레기를 샀네 했던 기억이 나네요 블루투스 첫 연결도 뭐 오른쪽을 먼저 빼서 연결 이딴 거 없어요 꼭 사세욧!!,5
에어팟 1세대,음질,"다른 저렴한 곳도 있었습니다.

그래도 제조일자 최신에 페이백으로 다시 받는 금액 생각해보니 얼추 괜찮다고 생각해서 구매했습니다.

사용해보니 정말 편합니다. 음질도 나쁘지 않구요.
귀에 꼽고 장시간 있으면 혹시 떨어졌나 하는 생각도 들구요 가끔씩 귀 한번 만집니다 ㅋㅋㅋ
적응하면 신경 안쓸듯합니다.너무 불안하면 실리콘 줄 하나 구매해서 쓰려고 합니다
잘 사용하겠습니다",4
에어팟 1세대,음질,"하루만에 배송이 왔네요..배송 정말 빠르고요..제품도 깔끔하게 잘 왔네요..^^음질 좋고 페어링도 엄청 빠르고 좋네요..에어팟을 빠르게 두번 터치하면 선택한 기능(시리 실행, 음악 재생, 다음곡/이전곡 재생 등)이 실행이 되는데처음 몇번은 잘 안되다가 몇번 하니까 잘 인식되고 좋네요..(전 왼쪽은 음악 재생, 오른쪽은 다음곡 재생으로 셋팅했어요..^^ 시리는 걍 '시리야~~' 하고 부르면 실행되니까패스.......^^. 참..디폴트는 왼쪽/오른쪽 다 시리 실행으로 되어 있네요..)제품 아주 만족합니다...^^※ 참고> 두번 터치시 실행할 기능 선택은 페이링 후에 아이폰>설정>블루투스>에어팟에 들어가면 있어요..^^ (다 아실려나..;;;.ㅎㅎ)",5
에어팟 1세대,음질,"배송도 1~2일만에 와 굉장히 빨랐고, 제품도 애플제품 답게 신선한 제품 기능과 작동법..
괜히 에어팟이 아닌듯, 디자인은 그저 그런듯했으나 직접 착용해보니 나쁘지 않고
음질도 생각보다 좋아 만족, 충전시간도 케이스 사용 시 짧은편이 아니라 만족스러움.",5
에어팟 1세대,음질,배송도 엄청 빠르고 오자마자 착용해봤는데 딱이었어요ㅎㅎ 집에 고양이가 있어서 매번 이어폰 끊어지고 이번이 네개째였는데^^...이건 관심도 안보이고 좋네요ㅎㅎ 음질도 좋고 사용도 편리하고 출근길에 선때문에 걸리적거리지도 않아서 좋아요ㅎㅎㅎㅎ 가격대비 엄청 만족입니당,5
에어팟 1세대,음질,얼머전에 에어팟 구매하고 신세계를 맛보았네요 너무 간편하고 음질도 만족해서 평상시 사용하기에 정말 좋아하니 옆에있던 남편이 자기것도 사달라고 해서 추가 구매했어요 엘포인트 행사때문에 저렴하게 구매할 수있어서 좋네요^^,5
에어팟 1세대,음질,"음질도 좋고 디자인도 이쁘고 ㅋㅋ 저 같은 애플빠들에게는 안 사기가 힘들 정도네요ㅠㅠ
비싼 가격에 망설였지만 돈이 하나도 안깝습니다!
여러분 절대 귀에서 안빠져요! 헤드뱅잉 해도 안떨어집니다.
비록 귀에 꽂은 모습이 폼은 안나지만, 엄청 안정적이고 음질도 좋고 대만족입니다! 완전 강추합니다!!",5
에어팟 1세대,음질,"이제서야 리뷰를 늦게 올립니다.에어팟을 보통 주문을 하면 4주에서 6주가 걸린다 하는데, 여기에서는 3일 이내 발송한다고 해서 빨리 받을 수가 있었네요.몇몇 리뷰와 질문과 답변을 보면서 설마 불량이 오지 않을까 조금은 걱정이 되었습니다. 에어팟이 도착하여 두근두근, 조심스럽게 설레이는 마음으로 개봉을 해봅니다.apple 제품 답게 비닐로 포장되어 있고, 비닐을 커터칼로 뜯어내고 박스를 오픈하니 설명서가 가장 위에 얹어져 있는 형태, 아래에 충전 케이스 겸 에어팟 본체 그리고 맨 아래에 라이트닝 충전 케이블이 자리잡고 있는것을 확인했습니다.에어팟 케이스를 꺼내어 아이폰 근처로 가져가서 페어링을 시도해 봅니다. 꼭, 치실을 연상시키는 뚜껑입니다.^^페어링을 하고나서 노래를 재생시키니 소리가 웅장합니다. 일반 이어팟과 비슷한 소리이긴 한데, 뭔가 파워가 있는거 같네요. 제 방하고 주방이나 화장실쪽이 상당한 거리인데도 뚝뚝 끊긴적이 없었습니다. 다른 블루투스 이어폰들은 가끔 화이트노이즈 뚝뚝 끊기는 소리가 들리는데...통화 할때도 무리 없이 .가격이 좀 나가는 제품이긴 하지만 사용해 보니 괜찮은거 같네요.그리고 조심해야 할 부분이 이어 유닛 분실 위험이 좀 크다는 과제가 좀 남아 있는거 같습니다. 이게 완전 무선이다 보니까 밖에서 착용하고 다니다 보면 귀에서 빠지지는 않을까? 아니면 누가 툭 건드려서 이어유닛을 떨어뜨려 분실한다던가... 조금은 걱정이 되는거 같습니다.집에서나 실내 고정된 장소에서 듣기에 좋을듯 싶네요.에어팟 케이스도 생각보다 튼튼하네요. 제가 아는 지인분의 에어팟 케이스를 만져보니 얼마나 떨어뜨렸나 걸로 봐서 이참에 비싼만큼 보호는 제대로 하자 케이스도 같이 주문을 했네요. 빠른 배송 감사합니다.",5
에어팟 1세대,음질,"처음엔 비싸서 그냥 일반 이어팟으로 연명했었습니다.하지만, 잘 빠지고 선꼬이고, 불편한것이 이만저만이 아니고,충전할때는 노래도 못듣고 짜증나서 에어팟 구매 했는데너무 페어링 빠르고 음질도 좋네요 만족 스럽습니다.비싸게 주고샀지만, 비싼 갚어치를 하는 제품이네요 역시 애플.. 사고 후회절대 안합니다.",5
에어팟 1세대,음질,"하이마트가 혜택이 많아서 구매했는데 배송도 빠르네요. 월 오후 주문이 화 오후에 도착했어요! 집에서 기다렸는데 택배기사님이 연락이나 초인종 없이 문앞에 놓고가셔서 하염없이 기다리긴 했습니다ㅜㅜ
우선 제품은 정말 만족하고 매일 잘 쓰고있어요. 근데 지지직 소리나 음악 채널 변경 시 틱틱 하는 잡음이 좀 있어서 며칠 더 써보다가 서비스센터에 문의해보려해요.",5
에어팟 1세대,음질,"음질은 아무래도 유선보다는 약간은 떨어집니다. 하지만 애플 이어팟(유선)과 비교하면 저음부가 풍부해서 어느정도 음질을 보완했다는 생각이 드네요.연결은 매우 빠르고 편리합니다. 애플기기가 2대 이상일때 전환도 매우매우 빠른 점도 좋습니다. 여기에 에어팟을 귀에 착용하면 자동으로 인식하고, 귀에서 빼면 음악이 알아서 정지되는 것도 편하네요.또, 선이 없어져서 운동할때 엄청 편하고 귀에서 잘 안빠집니다. 단순한 음향기기를 구매했다는 관점에서 보면 실망스러울 수도 있는데(비슷한 가격대에 음질 더 좋은 유선 이어폰들이 있으니), 그런걸 떠나서 생활이 꽤 편리해진다는 점이 아주 좋아요.",5
에어팟 1세대,음질,계속 고민하다가 사야겠다 싶어서... 엘페이 등록하고 신한카드 청구할인으로 퀵배송으로 5천원 쓰고 받았습니다. 강남이어서 그런것인지 주문하고 30분 만에 왔어요! 완전 기분 짱이네요 ㅎㅎ 음질 좋고 간편한 연결에 짱입니다. 왜 이렇게 많이들 쓰는지 알겠네요.,5
에어팟 1세대,음질,"처음에 출시됐을때는 뭐야? 하는 반응으로 거들떠 보지도 않았는데
아이폰8로 바꾸면서, 이어폰 구멍이 없어져서, 알아보게 됐네요~
가격이 좀 높은편이라 몇일 고민하다가, 그래도 기존 이어폰은
불편할거같아서 구매했는데, 생각보다 귀에서 떨어질 염려도 없는거같고
통화나, 음악 음질도 좋아요!
단점은, 블루투스로 해야된다는점, ^^",4
에어팟 1세대,음질,이어폰도 분실했고 차량용 블루투스도 불편해서 겸사겸사 비싼 이걸 주문했어요 사용해보니 확실히 편하긴하더라구요 귀에도 밀착감있게 착 붙어서 쉽게 떨어질듯하진 않고. 무엇보다 이어팟을 통해 듣는 소리가 되게 선명합니다 아이폰4를 처음 만났을때의 그 신선함을 오랜만에 다시 느꼈네요. 다시 만난 신세계!!상품은 되게 만족스럽지만 배송은 완전 실망!! 2일에 주문해서 오늘 배송받았고 배송지연에 대한 문의는 판매자분은 쌩 까시더라구요 기다리다 목빠지는줄!주문하고 기다리시는분은 참을 인자를 마음에 새기고 기다리셔야될듯요~기다리시면 신세계를 만나실겁니다,3
에어팟 1세대,음질,에어팟 사고 싶어서 해외직구 하려다 안전하게 국내 당일배송해주셔서 바로 샀네요 여길 왜 이제 봤는지 모르겠네요 ㅠㅠ 여러분 강추 입니다 사자말자 다음날 점심에 바로 왔어요!! 스크래치도 없고 소리도 완벽 그리고 파정입니다~~,5
에어팟 1세대,음질,에어팟 비싸서 못사고 있다가 최저가 뜬거 보고 바로 구매했습니다ㅋㅋ포장도 안뜯겨 있는 완전 새거네요오자마자 사진 찍고 바로 뜯어서 제 아이폰이랑 연결했는데 너무 잘됩니다!역시 애플 이어폰이네요ㅋㅋ 음질 최고에요><선이 없으니까 걸리적거리는것도 없고 진짜 편합니다너무 마음에 들어서 지인한테도 추천했어요ㅋㅋㅋ,5
에어팟 1세대,음질,"콩나물 닮았다고 안살려고 했는데,평가가 좋아서 구매했는데 역시 편하고 너무 너무 좋아요 음질도 넘 좋구 진작에 구매 할 것을....쿠폰 사용 해서 저렴하게 잘 구매 하구,에어팟 이상 없이 잘 되어서 너무 너무 만족 합니다..적극 추천 합니다 간지 잘잘...",5
에어팟 1세대,음질,"대구인데 다음날 바로 오네요. 배송 빨라서 만족했고, 노트8이라서 에어팟 사기전에 조금 걱정했는데 블루투스 연결해보니 끊김없고, 제 방 책상에 휴대폰 두고 집 이곳 저곳 다녀봐도 끊김없이 노래 재생 잘 되는 것 보고 놀랐습니다. 음질도 좋구요. 꼭 아이폰 사용하지 않아도 노래듣는 것엔 아무 문제없습니다. 특히 무선 이어폰은 아재스러운 디자인 많은데 이건 참 마음에 드네요. 감사합니다.",5
에어팟 1세대,음질,"주문 후 이틀 뒤 수령했습니다~빠른 배송 정말 좋다는^^ 처음쓰는 블루투스 이어폰인데 역시나 애플.. 기대를 저버리지 않더군요 ㅜ 단, 이중터치로 트랙 넘기고 일시정지 하고 이런 건 생각보다 반응이 좀 느린 감이 있네요 그 외에 음질이나 착용감 모두 만족스럽습니다^^",5
에어팟 1세대,음질,오~ 배송은 3일만에 왔고 제조년도가 18.6월이라 넘 맘에 드네요 성능도 좋고 에어팟 불량 많다던데 잘 뽑은 느낌 들어 다행이에요! 연결도 잘되고 음질도 좋네요 좋은 상품 넘 감사합니다! 사은품으로 보내주신 미니언즈 방수팩도 넘 귀여워용 흑흑 잘쓰겠습니당,5
에어팟 1세대,음질,하이마트 특가이벤트로 장만했는데 하루만에 배송받아서 바로 사용할 수 있어서 정말 좋습니다 기존 이어폰 줄때문에 너무 번거로워서 별 기대없이 샀는데 사운드도 좋구요 케이스도 그냥 케이스가 아니더라구요 ㅎㅎ 착용하면 바로 자동으로 인식되는 기능도 좋아요^^,5
에어팟 1세대,음질,하앙 두번째 에어팟을 영접했습니다ㅠㅠㅠ영롱영롱쓰던 에어팟을 잃어버려 11번가에서 주문해봤어요ㅠㅠ일요일 세시쯤 주문했는데 화요일날 도착했네요! 빠른배송 짱짱! 섬세함을 보니 정품맞는것 같고 블루투스 설정방법도 일본 애플샵에서 산 정품과 똑같았고요! 음질도 굿! 근데 열자마자 먼지가 좀 있더라구요! 당황스러웠지만 면봉으로 쓱싹쓱싹하니 금새 멀끔해졌어요! 아무튼 매우만족 입니다!!두번째 콩나물은 절대 잃어버리지 않을거에요 영원히~!!,5
에어팟 1세대,음질,"처음에는 에어팟 가격 너무 비싼거 아닌가 생각했는데 써보니까 완전 신세계에요 ㅋㅋ 음질도 괜찮고 심하게 헤드뱅잉 하지 않는이상 떨어지지는 않을꺼 같아요
아 이젠 줄있는거 못쓸듯해요
택배 포장도 꼼꼼히 잘되서 왔고 빨랐어요
택배 기사분이 물건 놔두시고는 사진 찍어서 물건 잘 배송완료 해놨다고 문자랑 같이 보내주신것도
소소한건데 감동 받았어요 ㅎㅎ
잘쓰겠습니다 ~ 수고하세용 ^.^",5
에어팟 1세대,음질,예전에 블루투스 무선 이어폰을 한 번 샀다가 제품이 불량에 음질까지 정말 엉망진창이라서 ( 10만원 정도하는 제품이었음 ) 실망하고 반품한 적이 있었기에... 정말 에어팟 사기까지도 수 많은 고민했네요- 그런데 고민하던 차에 딜이 떠서 나도 모르게 훅~ 하고 질러버림 ㅜㅜㅋㅋㅋㅋ 오자마자 얼른 뜯어봤는데 역시 애플은 박스에서부터 심쿵함 ㅜㅜㅋㅋㅋ 몇 년이나 애플 제품을 썼지만 뜯을 때 마다 기분이 좋은 건 어쩔 수 없네요ㅋㅋㅋ 주목적이 노래 듣는 거라서 얼른 노래부터 틀어서 들어봤는데- 우와 완전 깜짝 놀랐네요!!! 음질이 엄청 좋아요!!! 제 귀가 크게 막귀도 크게 고급귀도 아닌 그냥 보통귀인데 저와 같으면 음질 같은 건 걱정 안 하시고 사셔서 들어셔도 만족할 것 같네요! ^^ 참고로 저는 어제 오전에 주문해서 오늘 낮에 받았고요 ( 경상도 지방도시임 ) 뽁뽁이 비닐포장에 박스로 한 번 더 이중 포장해서 와서 비가 옴에도 걱정 없이 받았어요. !!! 그러나~ 같이 산 실리콘 케이스는 하얀색이라서 치실통 같다는 거ㅋㅋㅋㅋㅋㅋ 따로 걸로 하나 사야겠어요!ㅋㅋㅋㅋ 여튼 주위에 추천할 의사 100프로예요 ^_^,5
에어팟 1세대,음질,"주문하고 이틀만에 왔습니다. 배송완료 뜨기도 전에 배송되었어요. 연결도 매우 간편합니다. 음질도 깔끔하고 편안한 소리라서 맘에 듭니다. 이제까지 많은 블루투스 이어폰 사왔는데, 이제 에어팟이 종결자가 될 수 있으면 좋겠네요.",5
에어팟 1세대,음질,가만 보아하니 쓸만하네요 특히 컴퓨터에서 베이스 선택하고 조절하면은 저음도 좋고 고음도 원만하게 아주 좋습니다.한마디로 쓸만합니다.이거 하실려는분께 이 이어폰 사용하고싶으시다면은 사용하시게 되면은 후회는 안하실것 같으네요.유선 이어폰 좋은것이랑 견줄만 하다고 결론 내립니다.앞으로도 발전 하여 더 좋아지기도 하겠지만요.,5
